rep,snp_1_8457047,snp_2_80280319,snp_3_111612297,snp_4_72064764,snp_5_40183454
1,23.242292217403556,20.514169180798078,8.449418075952975,14.357854318106634,10.784404878067841
2,12.947306854332002,7.5785471704556695,7.026277363807282,25.89392946744654,12.170746500057913
3,14.096506142298233,26.260523269493458,10.07930902295313,11.439526061575275,20.76955483004488
4,18.608532754489264,9.75093173937054,15.653436181883045,5.988664974241199,9.350328524104174
5,26.81483221449813,9.19643212456441,9.536271124242122,3.98922222397218,15.267445422482824
6,9.465046436020748,3.425328302389611,11.700554296894143,3.1509657356784975,7.280710122631549
7,25.307960141582026,19.260950035212634,15.127036203436944,9.632677335912089,9.083083635429633
8,6.587816042079407,24.8879156648271,20.61531600001766,9.048431864398042,16.11235405419656
9,11.434467154657959,8.93349955461375,9.536727595510934,1.3528410596845541,17.840913923432225
10,17.925966087940832,2.0671146992076053,7.389410674006959,7.428060287739787,22.272557398490402
11,16.527693668600865,22.419108148111007,12.102795632001289,0.03565546882418455,8.121501243998152
12,20.49016391487437,8.72298634940482,5.586764241058128,16.115558088519855,11.79784529901398
13,3.423159893257115,15.31118279138776,31.32345327733096,9.961889674780227,21.594948792304123
14,16.867665791017192,7.235841534605344,15.938711604953612,18.912012403751227,14.822948529701689
15,4.50108305830123,18.081712793890752,18.802159104103758,12.863567889410207,3.4683885989890246
16,28.486429008988285,19.200178299218337,20.677008001933313,11.782708108585055,10.395072576441915
17,10.160913129819475,9.133795385493332,14.861700533571025,16.10357892174719,0.6853567556442604
18,13.921182685076857,8.322473676303987,11.498184164938916,2.9234664921231235,14.309869449029156
19,6.046062113542769,12.397195674602157,8.224584986044578,10.129854038001403,18.698449704688
20,23.508827812521442,9.02500222029935,7.2790559140988185,13.497706265377836,8.062684535867541
21,6.600134684400206,8.687431615844872,4.463621066623468,2.227129954924828,8.82012539316396
22,26.912903497765246,25.614986535874,11.221375724534912,5.034887364318785,19.492664540126867
23,18.554893309550597,9.890056275236223,6.601454235263593,7.374308185196456,2.7087344258310377
24,11.697812556964857,11.331470852066404,13.366393360995076,9.600267821942357,16.909349637268804
25,10.284706381593036,6.779826082758408,6.153024591613036,10.458572534643855,14.785666471888483
26,12.188241902123092,18.090803510996842,8.715319801731921,2.7451104531182757,11.018342752259139
27,33.77498876596655,11.055871687497365,13.211589688144377,4.5440445956676525,8.14848904294343
28,17.662023124397905,10.401634174867702,17.273495247343185,18.579797770033036,17.623942137225914
29,4.340730196371079,3.1483576971126093,4.765291783436553,14.522946920186975,3.69559049146937
30,30.538406252871354,13.526451988643256,13.470162095184138,6.99276737560589,11.452077426949813
31,12.666758316246273,14.107954314984672,22.693260369702006,15.278423863575524,7.268134699723582
32,19.10522768879043,12.785003099372219,12.787136009666177,4.357521306996796,4.980433594517835
33,19.762594796133687,7.956779430667948,4.382527855394245,18.357526291937365,26.31943214662411
34,11.483572331246188,5.953836942317157,6.8192680228346525,12.974450813928108,15.286072765450404
35,27.025563329218265,19.699988087495512,6.825576244222806,12.631810738866163,10.091395104496833
36,9.446679981580248,5.692014384785149,13.198692787745276,10.693413190942763,14.219808552953287
37,6.499256892109294,11.913228222812126,10.273709764252184,6.482685464408619,4.255770399235687
38,14.748504671163063,11.393910223298407,12.90121025426866,5.162267588487713,10.581853020991907
39,12.23145650175185,4.123966441189862,11.791869998265147,7.2198806269339935,7.9720493931219565
40,6.502537214607247,11.03643810088895,25.159368793976366,19.642791978069567,0.05717129624458482
41,16.07798468631751,12.560661342128522,9.279664828916536,3.484032399605152,7.991602976994807
42,7.201501235043337,5.997829923720212,7.290600041778917,19.113489203479954,18.986314100813722
43,13.579643458655383,28.693066960196163,7.186738520957255,3.6893454044693788,6.912911659344262
44,26.545807384477634,18.653570477689644,2.2359517494064423,9.670891891156202,10.184076041565984
45,35.14460429005412,10.210008965254971,11.824306428086878,11.11959224300931,15.437770928167907
46,13.036475288847141,15.172434054066057,11.873911162157029,7.799365014662445,15.505348924353958
47,27.508455865685534,12.447412808412706,12.788776579622361,3.909235508147904,9.431275428579548
48,27.31057040046908,8.217143461701196,4.2167728150759025,9.411384633159615,6.989842969456209
49,12.343423183092483,4.853731165332686,13.075507105559659,5.56592713854507,7.801595397306826
50,11.044471691146356,5.318352070616905,9.148452972445039,12.578335636304345,18.197885447390444
51,4.15794954159149,8.664344429755323,1.870874995981565,26.21741497373617,12.806360442348911
52,19.755850806493726,8.88689409535358,19.857960610463174,17.621560981904683,7.377648648979716
53,2.9504933166578717,8.98401962054,8.140875330349976,16.064076205787746,4.5893351990753395
54,20.848762152428755,8.927331465219412,8.431919399933049,36.785928918354784,4.2600531622982745
55,10.81536607250706,24.088616675519596,3.8359344859697635,6.388342885693758,5.193635885348827
56,31.012471415502286,1.1159677754964563,4.668718244820662,11.512730429736187,15.767189836852227
57,21.772978204072853,9.927872935587732,2.2633690205979615,10.917013515448499,2.774877128620172
58,13.474171050630686,8.008943165706361,20.238916783451884,5.5422478556816985,13.413862905560768
59,15.731625539940252,22.698744958526405,7.982158068545981,7.616571215695825,11.13354092998775
60,10.032345966385638,2.8311431583271003,6.387254877097762,8.254434754935701,5.476332642068719
61,8.277078000822328,13.64423930523919,0.013429663896116372,12.435860119151757,11.972708008994305
62,29.469863814914522,15.424313176617504,9.775884890705052,5.644839058727986,17.81408989416117
63,15.175977187936795,7.877750590311144,12.91908383601886,4.00416187907336,14.50822760759595
64,10.419452047988152,5.823825338168839,14.33995160197122,18.914069327295962,9.766110273740901
65,15.341614345848333,17.407245058249572,20.425797600912542,18.217519981867014,10.313228643724079
66,21.447387627698113,16.752236093870476,17.279557557099114,15.104415612546099,21.745287172554807
67,10.151209304239785,13.540186229404561,7.348031125349898,3.3528528722235285,14.533530566743911
68,7.549522811248206,17.19209641913143,5.162509079164499,8.195921036953102,12.430003680245495
69,14.411987110670049,22.69928539332339,13.929326882126013,6.552511031257714,9.392378998501039
70,6.667986387286442,3.9684941637112523,11.492615457355942,14.204112263287925,14.437424149802064
71,4.589973751467956,11.910064044633684,14.093087826107757,27.043708770586576,9.314352015721592
72,8.919082511836065,3.5752162614739134,14.542267949220463,4.967486958409515,27.065449602885266
73,28.187059951333215,7.809102305846534,6.162530891924621,9.569299714455324,16.572652015248504
74,16.4208277096639,40.39837963155272,8.463050693824304,16.97133741678463,4.904521988061846
75,8.967923966254048,14.689315754239933,20.63727075417415,5.025156869650116,5.063834343976295
76,20.788786838340815,12.269097162229368,11.62775010690409,7.9609629233981085,10.001063768286558
77,16.70379398473367,8.493134564612413,4.484169894427996,28.157024791193827,6.4356119980681745
78,20.973932618165065,34.23490621303265,4.660282251648892,2.907661720065563,4.444881581132138
79,4.336531901400311,5.421330529771011,12.556884264598,5.813806888468662,20.90044841757347
80,11.308044445052724,2.438920194661339,6.473002097622015,16.649137810301383,17.539077071770507
81,8.425797758770521,16.907250185714446,4.684343336428441,13.727944368121333,3.5172960064087384
82,17.784843909227707,22.83629403252913,6.904613495865576,10.48128121688836,26.7614102038468
83,9.302891292525684,9.317870504873019,9.213924108443745,12.959612297374678,13.79262765347575
84,8.129554423746487,5.1536315749435655,14.313010153456617,13.065452166912959,8.187778931228497
85,18.66764723964406,20.73256396764081,12.513575471534768,14.741238625016383,3.292017025113552
86,8.335185736464007,12.824876588495504,1.6576968397818874,16.241027563847744,18.428438231667577
87,29.08731461677494,17.594837117043483,15.952749948004628,7.730427484258549,9.699122021657386
88,12.857151520555764,15.153580862199743,3.711102254983766,7.712214827682947,11.154686046206571
89,14.52453468819013,9.560538297009225,10.188742816580934,16.552782847349864,13.919590417697991
90,12.433253376200936,10.420770675135516,4.958963647691438,1.0199288791707355,0.9325005066088714
91,33.42585159656607,9.333929352163237,4.943775931377458,11.235456009843844,6.5128834129436255
92,8.545835685197021,15.855229613874043,3.3917668666752627,1.899771342615058,3.0095169226445377
93,23.722347743412328,13.212071236483517,5.706847159306264,13.994400120604123,2.1084830312209637
94,15.020426047007867,15.14561989734789,8.748950603873952,9.704194857325591,5.481238953929744
95,3.968252152820679,12.659422136109434,5.095480215669095,3.3338298935256665,2.022223144482281
96,15.914867092411274,13.750289794182764,16.463712444839732,3.126408259531218,7.135004752338974
97,14.064196673783098,12.951272732305945,14.034423249442332,5.443792614601585,7.4091673829155145
98,10.339996197923622,5.300427448145962,7.803160224527356,9.912685169437657,10.575484398621132
99,7.649558066113641,17.951638950734136,7.79892349201971,4.9497127760991235,15.154771146764478
100,21.527762791501885,5.43917846438278,23.162301369240108,10.007133375169719,13.338372693007745
